univ_name,semester,total_courses_demanded,courses_scheduled,bottleneck_severity,final_status,llm_retries,z3_latency_ms,total_cycle_time_ms
Univ_A_Centralized,1,80,80,0.0,MAS_VERIFIED,1,34.578199993120506,38.0983000213746
Univ_A_Centralized,2,80,80,0.0,MAS_VERIFIED,1,33.114499994553626,36.61929999361746
Univ_A_Centralized,3,80,80,0.0,MAS_VERIFIED,1,22.593500005314127,24.97099997708574
Univ_A_Centralized,4,80,80,0.0,MAS_VERIFIED,1,43.74550000648014,46.764700004132465
Univ_A_Centralized,5,80,80,0.0,MAS_VERIFIED,1,28.616300027351826,32.87230001296848
Univ_A_Centralized,6,80,80,0.0,MAS_VERIFIED,1,25.14270000392571,27.730000001611188
Univ_A_Centralized,7,80,80,0.0,MAS_VERIFIED,1,23.091200011549518,26.848900015465915
Univ_A_Centralized,8,80,80,0.0,MAS_VERIFIED,1,29.27070000441745,31.01020000758581
Univ_B_Elective,1,120,120,0.0,MAS_VERIFIED,1,38.98099999059923,42.59580001235008
Univ_B_Elective,2,120,120,0.0,MAS_VERIFIED,1,37.17240001424216,41.77779998281039
Univ_B_Elective,3,120,120,0.0,MAS_VERIFIED,1,33.536700007971376,36.13740002037957
Univ_B_Elective,4,120,120,0.0,MAS_VERIFIED,1,34.28770002210513,37.42979999515228
Univ_B_Elective,5,120,120,0.0,MAS_VERIFIED,1,36.1587000079453,39.189300005091354
Univ_B_Elective,6,120,120,0.0,MAS_VERIFIED,1,31.715999997686595,34.64299999177456
Univ_B_Elective,7,120,120,0.0,MAS_VERIFIED,1,44.99299998860806,50.62009999528527
Univ_B_Elective,8,120,120,0.0,MAS_VERIFIED,1,41.223300009733066,44.58479999448173
